Category,Physics,Chemistry,Math,Qualified_For_Advanced
EWS,41,26,57,1
OBC,29,67,13,1
OBC,0,74,2,0
OBC,19,31,32,0
SC,35,47,36,1
OBC,38,3,37,0
SC,25,45,64,1
General,38,66,55,1
General,62,9,49,1
ST,32,55,41,1
General,70,41,11,1
EWS,43,39,22,1
General,-6,14,13,0
General,37,21,25,0
General,0,49,71,1
OBC,32,36,36,1
EWS,43,76,43,1
General,25,11,18,0
OBC,41,14,26,0
EWS,78,79,54,1
OBC,26,29,19,0
General,22,53,39,1
OBC,38,27,0,0
General,60,46,54,1
General,72,47,43,1
EWS,18,26,13,0
General,53,78,11,1
OBC,40,64,6,1
ST,4,38,6,1
General,75,50,20,1
General,52,54,21,1
General,23,43,22,0
General,45,21,-4,0
EWS,18,57,1,0
EWS,10,50,39,1
OBC,54,24,30,1
General,33,22,25,0
SC,19,43,31,1
OBC,0,45,29,0
General,20,19,9,0
OBC,67,26,35,1
General,38,40,10,0
OBC,48,16,18,0
OBC,48,45,-8,0
SC,71,23,-2,1
OBC,63,62,-10,1
SC,57,34,46,1
EWS,-6,45,1,0
ST,7,25,34,1
General,39,32,52,1
OBC,41,63,45,1
OBC,1,74,5,0
SC,32,22,61,1
OBC,37,12,41,1
OBC,6,65,43,1
OBC,57,37,20,1
EWS,50,14,22,0
General,37,45,19,0
OBC,41,61,14,1
General,80,50,44,1
ST,20,13,26,1
OBC,28,61,48,1
OBC,41,26,41,1
SC,42,36,56,1
SC,16,62,-10,1
OBC,25,33,13,0
SC,50,75,25,1
EWS,28,57,22,1
OBC,74,27,22,1
General,39,0,23,0
ST,33,59,22,1
ST,16,55,29,1
SC,43,68,11,1
OBC,28,53,26,1
EWS,55,58,38,1
OBC,29,39,54,1
General,33,39,30,0
OBC,78,51,15,1
General,45,65,28,1
OBC,25,46,42,1
EWS,23,76,-1,1
OBC,17,30,17,0
EWS,41,50,49,1
General,47,16,54,1
OBC,4,-3,45,0
General,39,22,48,1
General,5,71,38,1
SC,39,6,-10,0
General,49,31,31,1
General,43,-1,6,0
General,0,43,32,0
OBC,49,58,27,1
SC,13,48,51,1
General,34,46,50,1
OBC,18,-1,44,0
EWS,47,49,14,1
OBC,86,27,20,1
ST,11,42,43,1
General,35,38,50,1
General,33,40,5,0
SC,60,75,17,1
General,18,0,25,0
General,45,41,61,1
General,23,14,49,0
SC,46,-6,33,1
General,36,25,2,0
General,35,34,36,1
General,16,23,37,0
General,41,66,33,1
OBC,29,17,-6,0
OBC,18,19,17,0
OBC,67,7,30,1
EWS,26,63,49,1
General,2,47,36,0
ST,30,21,39,1
ST,15,13,32,1
EWS,45,24,19,0
SC,21,31,33,1
General,15,50,33,0
OBC,14,68,25,1
SC,40,49,22,1
ST,40,31,31,1
General,46,-1,31,0
EWS,28,52,46,1
ST,-6,35,7,0
EWS,56,58,26,1
OBC,-2,16,42,0
SC,59,32,45,1
General,37,46,47,1
General,19,36,30,0
General,30,36,15,0
General,44,17,54,1
OBC,42,67,37,1
General,6,22,22,0
EWS,34,46,30,1
General,1,28,7,0
General,39,55,25,1
SC,37,26,44,1
General,27,69,14,1
General,46,40,53,1
SC,42,38,8,1
OBC,38,68,25,1
OBC,13,39,21,0
OBC,21,45,26,1
General,-8,34,21,0
SC,53,47,30,1
OBC,21,41,32,1
General,29,39,7,0
OBC,46,30,46,1
OBC,38,9,12,0
EWS,81,71,15,1
General,0,28,3,0
OBC,38,59,52,1
General,26,-3,34,0
General,4,26,23,0
General,50,69,33,1
OBC,34,72,38,1
OBC,7,7,30,0
General,89,43,31,1
EWS,36,67,29,1
EWS,14,35,35,0
OBC,-10,68,30,0
General,16,29,38,0
General,32,38,53,1
General,3,92,35,1
OBC,22,45,34,1
OBC,6,54,26,0
OBC,20,7,53,0
General,50,59,36,1
SC,20,76,22,1
General,13,61,50,1
OBC,25,62,39,1
OBC,10,62,26,1
SC,47,45,62,1
General,66,33,13,1
ST,29,58,10,1
SC,36,74,22,1
General,11,-10,36,0
OBC,43,35,31,1
General,17,52,3,0
General,37,16,20,0
OBC,-5,20,40,0
ST,39,53,41,1
General,60,45,24,1
SC,75,20,42,1
OBC,8,30,14,0
SC,8,43,19,1
EWS,45,43,33,1
SC,38,42,38,1
OBC,40,21,47,1
General,33,44,22,0
OBC,22,42,3,0
ST,19,58,17,1
ST,20,56,14,1
OBC,58,90,-1,1
General,30,58,28,1
General,-8,65,72,1
General,41,50,41,1
SC,32,31,46,1
SC,27,-1,36,1
OBC,37,56,20,1
OBC,30,62,43,1
General,19,74,-10,0
General,48,40,31,1
ST,37,11,28,1
ST,27,30,19,1
General,-10,25,24,0
OBC,39,19,66,1
General,20,37,-10,0
OBC,38,45,46,1
General,55,33,24,1
EWS,17,64,37,1
OBC,11,27,56,1
OBC,28,37,15,0
EWS,24,11,16,0
General,20,9,34,0
General,29,45,44,1
EWS,21,37,40,1
General,19,1,20,0
General,45,26,37,1
ST,25,-10,8,0
SC,52,36,37,1
SC,35,29,71,1
General,46,53,20,1
OBC,52,64,-1,1
General,39,29,35,0
ST,56,-7,11,1
General,82,12,42,1
OBC,9,46,52,1
OBC,5,55,14,0
SC,42,44,42,1
General,43,14,32,0
General,52,48,66,1
General,11,54,44,1
OBC,53,38,29,1
ST,40,48,15,1
EWS,41,25,56,1
EWS,27,19,31,0
OBC,25,27,-10,0
SC,60,38,15,1
OBC,14,0,33,0
SC,22,49,72,1
OBC,27,10,25,0
ST,34,25,42,1
General,91,100,42,1
General,19,50,10,0
OBC,26,31,19,0
OBC,31,38,-2,0
OBC,57,49,28,1
General,26,23,36,0
General,16,56,25,0
OBC,23,43,28,1
SC,30,47,34,1
General,22,10,4,0
ST,61,55,54,1
ST,78,58,26,1
General,24,33,31,0
OBC,23,19,26,0
SC,23,33,-4,0
EWS,41,25,39,1
SC,13,41,35,1
OBC,26,25,15,0
General,53,16,44,1
General,34,25,-10,0
EWS,22,42,78,1
OBC,19,53,46,1
SC,57,35,21,1
ST,59,80,5,1
OBC,36,38,16,1
OBC,15,45,12,0
OBC,31,46,32,1
General,12,74,17,0
SC,65,71,10,1
EWS,36,9,33,0
General,27,48,30,1
OBC,40,33,-10,0
OBC,39,23,28,1
General,65,43,20,1
OBC,39,31,10,0
SC,66,46,14,1
General,6,32,44,0
SC,36,42,47,1
EWS,64,66,25,1
ST,11,58,26,1
General,53,25,26,0
OBC,23,51,16,1
OBC,35,53,47,1
General,24,31,29,0
OBC,41,45,55,1
ST,20,25,41,1
General,38,58,53,1
OBC,75,31,35,1
ST,56,36,39,1
General,11,3,46,0
General,28,29,15,0
General,79,30,25,1
SC,28,-10,45,1
ST,39,33,29,1
OBC,42,49,19,1
General,10,55,58,1
OBC,29,32,43,1
OBC,25,28,23,0
General,46,45,6,0
OBC,33,57,30,1
General,66,40,35,1
OBC,53,30,31,1
EWS,5,31,67,1
General,29,33,44,1
SC,23,10,40,1
General,27,75,27,1
OBC,39,31,43,1
SC,18,28,43,1
OBC,23,28,18,0
General,73,34,28,1
EWS,66,62,50,1
General,51,45,19,1
OBC,57,41,14,1
SC,47,3,26,1
ST,29,82,-8,1
SC,16,57,-2,1
EWS,44,17,19,0
General,38,68,49,1
EWS,14,0,13,0
General,17,63,40,1
General,52,56,51,1
SC,36,33,18,1
ST,40,26,45,1
General,78,72,52,1
OBC,-1,62,9,0
General,51,9,29,0
SC,20,27,30,1
General,51,13,41,1
EWS,24,32,8,0
General,74,79,30,1
SC,52,37,54,1
OBC,35,35,20,1
General,39,17,44,0
General,25,36,43,0
OBC,8,30,66,1
ST,16,19,26,1
OBC,45,18,45,1
General,25,34,25,0
EWS,49,11,30,1
OBC,20,53,27,1
SC,67,45,22,1
SC,21,79,23,1
SC,48,32,28,1
OBC,41,64,89,1
EWS,30,91,53,1
OBC,20,35,22,0
OBC,56,47,44,1
SC,45,53,-6,1
OBC,63,36,13,1
SC,8,40,35,1
OBC,-10,22,8,0
SC,68,41,33,1
General,11,54,30,0
SC,8,40,19,1
ST,34,66,23,1
General,-10,5,52,0
OBC,56,27,30,1
ST,30,24,6,1
OBC,44,46,51,1
General,58,66,18,1
OBC,17,61,36,1
ST,28,21,15,1
ST,62,-2,36,1
General,28,64,19,1
General,58,-9,36,0
General,13,46,27,0
SC,42,-7,22,0
OBC,35,33,29,1
ST,40,13,58,1
OBC,1,17,19,0
General,31,31,10,0
General,37,13,59,1
OBC,34,40,50,1
EWS,19,46,-3,0
OBC,71,36,25,1
General,33,41,18,0
General,13,43,34,0
OBC,55,55,53,1
EWS,0,69,28,1
General,34,51,36,1
OBC,16,28,44,0
ST,42,61,38,1
SC,56,55,31,1
OBC,37,10,24,0
OBC,29,32,-10,0
General,56,58,43,1
SC,66,61,39,1
OBC,61,37,24,1
General,27,3,13,0
OBC,-8,47,26,0
EWS,12,54,28,1
General,35,21,29,0
OBC,-2,30,39,0
General,47,23,31,0
SC,34,25,46,1
General,28,51,37,1
OBC,48,45,61,1
OBC,15,61,23,1
General,45,71,29,1
OBC,47,55,53,1
OBC,40,100,30,1
EWS,24,7,33,0
OBC,48,48,33,1
EWS,62,60,50,1
OBC,37,31,6,0
General,46,47,1,0
OBC,30,39,9,0
General,41,25,42,1
General,40,0,23,0
EWS,22,37,0,0
OBC,44,39,48,1
General,67,51,59,1
EWS,14,45,53,1
SC,13,46,3,1
General,49,56,34,1
General,13,55,33,0
OBC,35,58,20,1
OBC,51,45,38,1
General,39,38,44,1
General,26,43,29,0
OBC,55,5,29,0
General,3,38,45,0
General,100,92,26,1
General,32,26,26,0
SC,17,40,10,1
OBC,62,51,27,1
SC,39,41,54,1
General,46,47,25,1
SC,76,45,38,1
OBC,25,52,36,1
OBC,33,32,67,1
EWS,33,56,25,1
General,27,40,20,0
OBC,33,42,-1,0
EWS,29,48,9,0
ST,39,27,6,1
General,22,39,29,0
General,34,4,16,0
OBC,41,54,52,1
OBC,30,70,59,1
OBC,20,75,38,1
EWS,-1,13,61,0
General,59,32,53,1
OBC,23,4,41,0
General,22,39,23,0
OBC,-8,59,41,1
General,26,54,19,0
General,21,89,47,1
OBC,37,39,61,1
General,73,55,7,1
SC,21,35,32,1
General,22,44,72,1
SC,23,40,16,1
OBC,24,22,57,1
General,42,54,18,1
OBC,12,2,26,0
General,33,25,32,0
General,33,71,32,1
General,58,77,16,1
SC,72,26,22,1
EWS,26,30,38,1
SC,49,66,32,1
ST,27,11,41,1
General,58,46,20,1
OBC,21,21,40,0
OBC,43,40,33,1
SC,38,42,33,1
SC,61,30,7,1
OBC,71,68,64,1
General,40,62,39,1
OBC,35,55,18,1
General,18,54,44,1
OBC,29,42,46,1
SC,21,21,16,0
EWS,34,15,43,1
General,68,22,28,1
EWS,38,55,45,1
OBC,30,25,39,1
SC,29,11,22,1
EWS,20,73,40,1
OBC,32,45,8,0
General,51,36,61,1
SC,3,17,5,0
General,56,61,16,1
EWS,44,21,44,1
OBC,16,49,17,0
General,49,13,27,0
General,17,15,44,0
General,52,52,28,1
SC,90,17,39,1
General,40,23,30,0
General,16,21,39,0
General,69,30,57,1
OBC,48,11,28,0
General,39,62,53,1
EWS,63,78,18,1
OBC,35,11,25,0
General,32,71,-9,0
OBC,50,52,56,1
General,56,65,37,1
General,13,23,20,0
General,30,12,38,0
OBC,50,8,43,1
EWS,22,56,42,1
OBC,24,47,72,1
SC,21,63,17,1
OBC,50,66,5,1
ST,19,30,38,1
OBC,-10,37,37,0
OBC,54,8,54,1
EWS,31,41,17,0
OBC,53,41,59,1
OBC,46,19,58,1
ST,15,54,41,1
EWS,3,65,39,1
OBC,13,50,25,0
ST,0,21,53,1
General,12,40,3,0
OBC,53,31,67,1
OBC,38,39,36,1
OBC,39,3,69,1
General,41,52,30,1
General,39,40,35,1
OBC,56,48,36,1
EWS,21,63,10,1
OBC,65,43,20,1
General,46,35,29,1
OBC,49,26,17,1
OBC,29,50,22,1
SC,1,33,28,1
ST,41,15,29,1
EWS,65,7,36,1
SC,27,46,16,1
ST,58,48,38,1
EWS,56,4,-6,0
General,56,3,41,0
OBC,30,60,55,1
OBC,93,1,3,1
General,54,60,13,1
ST,6,31,32,1
SC,42,16,6,1
SC,-3,19,20,0
General,9,11,14,0
ST,60,40,38,1
General,56,41,15,1
General,46,30,29,1
General,33,28,49,1
General,22,54,32,1
EWS,39,11,30,0
General,56,65,44,1
EWS,32,47,51,1
SC,83,24,48,1
OBC,23,53,20,1
EWS,42,23,22,0
General,38,47,46,1
General,10,57,27,0
EWS,16,54,30,1
OBC,42,81,17,1
EWS,10,8,54,0
General,16,16,49,0
OBC,37,4,19,0
OBC,48,43,19,1
General,33,33,48,1
OBC,47,60,30,1
SC,25,-3,40,1
OBC,12,59,0,0
OBC,50,40,21,1
General,15,18,42,0
OBC,50,12,52,1
General,5,41,7,0
SC,1,53,32,1
General,33,38,32,0
General,32,44,25,0
OBC,52,70,41,1
ST,16,11,26,1
EWS,60,32,40,1
General,46,27,7,0
OBC,29,73,24,1
OBC,43,65,8,1
SC,29,68,48,1
OBC,47,56,8,1
OBC,26,52,14,1
ST,4,-10,17,0
OBC,5,20,56,0
EWS,62,32,19,1
OBC,24,27,53,1
General,32,63,49,1
OBC,30,6,61,1
General,25,50,4,0
OBC,62,49,6,1
OBC,23,51,55,1
SC,61,49,38,1
General,19,59,30,1
SC,5,0,5,0
SC,7,34,18,0
OBC,37,85,35,1
General,43,33,21,0
EWS,28,8,50,0
SC,47,-10,7,0
OBC,52,22,59,1
General,23,31,38,0
General,25,0,12,0
SC,44,34,27,1
SC,90,68,22,1
OBC,-9,75,35,1
General,-5,44,46,0
General,8,54,51,1
OBC,68,55,58,1
General,51,45,29,1
General,30,36,48,1
General,35,42,49,1
OBC,21,10,37,0
EWS,47,45,43,1
ST,51,66,5,1
OBC,48,32,33,1
SC,31,-9,31,0
SC,50,47,24,1
OBC,51,36,8,1
General,-10,25,14,0
SC,24,51,33,1
OBC,50,34,28,1
General,47,57,32,1
General,37,36,41,1
EWS,53,24,30,1
EWS,53,50,10,1
OBC,52,32,-6,0
OBC,64,34,29,1
EWS,23,12,59,1
EWS,39,49,8,1
EWS,-4,13,34,0
EWS,24,24,35,0
General,27,18,30,0
General,60,39,28,1
OBC,-10,22,20,0
OBC,70,-4,32,1
OBC,38,53,18,1
OBC,43,54,39,1
EWS,39,15,32,0
EWS,21,67,49,1
General,30,42,-7,0
General,42,47,47,1
OBC,0,20,11,0
SC,45,32,-1,1
EWS,33,72,27,1
General,33,78,30,1
General,39,12,52,0
EWS,58,95,20,1
SC,23,42,16,1
EWS,63,34,46,1
General,51,40,30,1
OBC,47,23,9,0
General,51,44,29,1
OBC,19,20,44,0
OBC,65,-10,34,0
ST,28,49,12,1
ST,83,42,44,1
General,34,20,25,0
OBC,22,51,58,1
OBC,51,5,48,1
EWS,36,32,21,0
EWS,26,44,30,1
ST,19,21,40,1
SC,43,50,26,1
General,14,61,23,0
OBC,54,2,47,1
OBC,-1,22,-10,0
EWS,36,35,-10,0
ST,5,55,12,1
OBC,19,12,-4,0
ST,36,41,22,1
OBC,26,56,22,1
OBC,45,15,50,1
SC,64,70,33,1
OBC,41,64,24,1
General,35,44,43,1
General,12,65,25,0
OBC,30,52,25,1
General,35,40,19,0
General,25,7,65,0
General,23,42,12,0
OBC,41,35,26,1
General,53,34,40,1
OBC,94,31,50,1
EWS,28,40,42,1
General,-10,53,3,0
EWS,2,12,13,0
General,5,35,40,0
EWS,61,44,10,1
General,6,32,10,0
General,47,41,41,1
OBC,40,-10,28,0
General,59,22,7,0
OBC,40,4,13,0
EWS,29,32,29,1
General,41,27,38,1
General,50,27,31,1
General,8,46,48,0
OBC,38,46,20,1
OBC,16,47,1,0
OBC,38,29,63,1
General,18,26,0,0
OBC,27,13,26,0
SC,30,33,8,1
SC,38,32,15,1
EWS,56,40,-9,0
General,55,53,27,1
OBC,4,62,20,0
OBC,16,22,26,0
General,37,40,2,0
General,45,17,15,0
SC,36,49,47,1
OBC,24,19,52,1
General,31,62,2,0
OBC,0,11,54,0
OBC,3,41,29,0
OBC,-10,58,69,1
ST,82,63,76,1
SC,70,70,10,1
SC,2,45,33,1
OBC,16,47,55,1
SC,54,48,74,1
OBC,-10,32,7,0
General,33,35,23,0
SC,22,35,14,1
OBC,46,0,27,0
SC,37,64,38,1
ST,48,45,10,1
OBC,60,11,33,1
General,43,32,52,1
General,38,49,30,1
OBC,23,37,11,0
OBC,41,60,43,1
General,25,39,-7,0
SC,48,47,16,1
EWS,60,57,31,1
EWS,36,26,6,0
General,32,29,29,0
OBC,27,42,0,0
SC,13,23,68,1
OBC,13,68,14,1
General,21,60,21,0
OBC,68,60,71,1
EWS,94,33,13,1
EWS,9,30,56,1
General,12,74,61,1
OBC,10,70,-5,0
General,71,35,46,1
ST,41,59,48,1
General,13,32,57,0
SC,27,21,37,1
SC,30,17,41,1
General,35,24,50,1
OBC,45,2,4,0
OBC,15,29,28,0
EWS,32,2,19,0
General,19,33,12,0
OBC,26,41,8,0
OBC,42,34,21,1
ST,46,50,36,1
General,71,34,22,1
General,68,36,23,1
OBC,53,15,37,1
OBC,35,39,10,0
General,57,69,43,1
OBC,13,52,62,1
OBC,20,49,35,1
SC,25,34,20,1
OBC,55,-2,19,0
General,46,33,37,1
SC,48,41,33,1
OBC,15,58,29,1
OBC,35,-4,10,0
General,41,37,20,0
General,35,48,39,1
EWS,22,27,25,0
SC,65,24,30,1
General,45,23,-10,0
ST,31,28,38,1
ST,24,58,34,1
EWS,5,45,49,1
OBC,28,43,33,1
OBC,27,3,26,0
General,26,21,13,0
OBC,36,58,35,1
OBC,47,44,25,1
ST,30,22,49,1
General,28,30,38,0
General,66,50,3,1
OBC,8,34,29,0
SC,59,40,27,1
EWS,38,37,26,1
General,35,47,-7,0
General,39,33,37,1
OBC,14,10,10,0
OBC,22,26,5,0
EWS,48,33,55,1
OBC,19,57,82,1
ST,24,35,18,1
OBC,28,61,43,1
General,74,68,28,1
EWS,44,56,61,1
EWS,29,20,34,0
OBC,51,49,67,1
OBC,15,44,2,0
OBC,70,13,14,1
OBC,33,48,23,1
General,57,55,46,1
General,-5,28,15,0
General,66,41,18,1
General,67,21,39,1
ST,35,53,31,1
General,5,25,39,0
OBC,44,34,51,1
General,27,38,0,0
General,30,38,23,0
OBC,16,35,32,0
General,50,47,11,1
General,21,46,44,1
OBC,46,-1,17,0
OBC,43,58,62,1
General,26,46,65,1
OBC,11,46,7,0
General,58,22,6,0
OBC,20,51,50,1
OBC,37,44,38,1
SC,-1,36,52,1
General,9,-5,17,0
OBC,35,24,8,0
General,47,35,9,0
General,11,56,54,1
OBC,22,39,31,1
OBC,61,21,42,1
OBC,13,93,29,1
General,43,100,13,1
General,37,80,53,1
General,24,78,10,1
EWS,46,26,50,1
OBC,37,23,32,1
EWS,52,72,49,1
General,37,53,34,1
OBC,24,45,33,1
General,41,38,52,1
OBC,17,21,-1,0
ST,39,22,32,1
SC,37,33,54,1
EWS,22,90,60,1
EWS,16,50,15,0
General,-10,60,4,0
OBC,27,38,36,1
SC,44,31,33,1
SC,28,33,37,1
General,48,37,22,1
EWS,58,63,53,1
EWS,35,-10,52,0
OBC,52,100,15,1
General,5,24,30,0
OBC,25,53,23,1
ST,23,28,37,1
OBC,26,38,57,1
OBC,60,14,41,1
General,17,41,32,0
SC,22,61,37,1
OBC,50,64,81,1
SC,63,28,48,1
OBC,52,26,21,1
General,30,34,53,1
OBC,12,64,16,1
EWS,40,0,14,0
General,45,30,22,0
SC,55,25,47,1
OBC,35,47,28,1
OBC,76,86,52,1
General,93,61,53,1
SC,47,66,35,1
General,46,48,-1,0
ST,11,23,-10,0
General,70,49,18,1
ST,13,28,19,1
OBC,18,44,49,1
SC,62,28,27,1
OBC,31,23,22,0
OBC,39,38,20,1
SC,13,70,40,1
OBC,18,-5,62,0
OBC,26,48,10,0
OBC,29,72,42,1
General,16,67,36,1
General,27,81,26,1
OBC,20,20,7,0
OBC,33,37,31,1
ST,54,12,38,1
OBC,33,45,29,1
OBC,26,50,42,1
General,2,57,53,1
General,44,32,42,1
General,25,63,-10,0
OBC,20,14,37,0
OBC,31,20,33,0
General,53,48,29,1
SC,31,58,49,1
General,32,35,70,1
EWS,-10,46,54,1
EWS,52,71,34,1
EWS,35,33,20,0
ST,61,19,19,1
OBC,12,62,-5,0
General,31,37,26,0
EWS,38,8,48,1
ST,45,32,44,1
OBC,20,47,34,1
EWS,36,41,42,1
OBC,42,76,44,1
General,49,83,40,1
SC,77,55,31,1
General,36,46,20,0
General,28,50,30,1
ST,60,20,43,1
SC,37,32,39,1
General,44,13,32,0
General,53,19,5,0
SC,30,26,26,1
OBC,47,59,45,1
EWS,43,38,1,0
General,11,51,11,0
OBC,20,33,18,0
OBC,50,22,23,1
OBC,10,88,53,1
OBC,37,39,-9,0
OBC,47,40,36,1
EWS,62,71,58,1
OBC,60,48,41,1
General,51,81,37,1
OBC,31,13,7,0
SC,48,45,58,1
SC,-3,24,11,0
SC,-5,80,13,1
General,47,56,34,1
ST,66,35,39,1
General,37,48,54,1
EWS,52,38,41,1
General,2,47,42,0
OBC,20,36,14,0
General,14,41,38,0
General,57,94,3,1
ST,48,36,52,1
General,40,5,13,0
ST,52,41,8,1
OBC,39,70,60,1
EWS,59,21,41,1
General,27,44,28,0
SC,38,51,17,1
EWS,68,26,47,1
General,15,21,53,0
General,63,21,29,1
SC,53,19,17,1
ST,34,56,38,1
OBC,40,70,37,1
EWS,55,57,49,1
ST,9,33,34,1
OBC,53,54,55,1
OBC,-1,36,49,0
EWS,26,-2,16,0
General,41,39,-10,0
General,20,52,22,0
General,11,64,16,0
General,72,50,65,1
OBC,30,54,8,1
OBC,53,31,48,1
OBC,38,-8,41,0
SC,21,40,30,1
OBC,68,59,32,1
General,-3,30,31,0
OBC,30,57,51,1
General,30,65,28,1
OBC,65,37,39,1
General,14,36,16,0
ST,32,47,29,1
OBC,35,32,33,1
General,24,53,36,1
General,43,21,40,0
ST,25,59,47,1
General,47,53,61,1
General,49,7,49,1
General,68,46,55,1
OBC,-1,14,50,0
OBC,64,50,41,1
OBC,4,31,51,0
SC,34,36,13,1
OBC,30,78,29,1
General,32,63,26,1
OBC,50,63,79,1
SC,35,30,13,1
OBC,-3,11,32,0
OBC,22,68,44,1
OBC,34,56,64,1
OBC,34,62,35,1
OBC,51,19,11,0
OBC,58,59,39,1
EWS,37,17,42,1
General,35,-5,55,0
OBC,26,54,33,1
General,15,40,84,1
General,62,1,70,1
General,59,22,37,1
General,14,17,33,0
General,27,37,15,0
OBC,49,8,27,0
SC,38,57,15,1
SC,22,-3,53,1
OBC,10,47,-10,0
OBC,55,55,42,1
General,47,40,28,1
EWS,54,12,13,0
OBC,36,37,19,1
ST,45,57,21,1
General,38,16,30,0
ST,20,68,32,1
OBC,27,31,44,1
ST,21,67,35,1
OBC,44,45,39,1
OBC,40,41,30,1
OBC,1,70,20,1
General,22,54,59,1
EWS,16,37,44,1
OBC,35,85,63,1
OBC,21,33,23,0
General,34,22,26,0
SC,39,59,51,1
General,46,79,48,1
SC,12,11,12,0
General,42,45,23,1
OBC,13,22,15,0
OBC,1,68,37,1
General,15,29,15,0
SC,42,48,31,1
OBC,39,56,8,1
ST,50,23,15,1
SC,14,68,18,1
General,17,23,25,0
General,38,22,35,0
ST,48,42,23,1
General,21,35,27,0
OBC,23,40,29,1
OBC,21,12,5,0
OBC,45,51,44,1
OBC,25,34,49,1
SC,15,71,18,1
OBC,-3,50,44,1
General,39,48,34,1
General,49,64,46,1
ST,-9,26,24,0
SC,54,30,9,1
General,51,14,23,0
General,33,33,18,0
OBC,45,-3,29,0
SC,37,42,49,1
ST,17,37,31,1
SC,39,27,39,1
OBC,22,36,25,0
General,40,10,34,0
General,50,10,17,0
General,17,49,53,1
OBC,4,51,-1,0
EWS,15,-7,49,0
OBC,-8,79,53,1
General,3,66,24,0
General,-6,42,24,0
General,38,0,36,0
SC,12,22,50,1
SC,53,27,32,1
OBC,39,26,32,1
OBC,58,14,38,1
SC,20,14,20,0
ST,17,74,16,1
General,85,54,46,1
OBC,49,66,-2,1
OBC,60,39,20,1
General,48,42,21,1
General,12,36,31,0
General,61,6,28,0
OBC,60,78,32,1
General,0,70,29,0
OBC,36,52,42,1
EWS,44,76,19,1
General,25,75,25,1
SC,31,49,27,1
SC,59,83,59,1
OBC,37,35,51,1
General,24,37,13,0
EWS,29,48,7,0
OBC,23,39,37,1
General,70,54,43,1
OBC,31,15,52,1
OBC,56,39,37,1
ST,40,18,35,1
General,20,63,43,1
OBC,60,57,59,1
General,53,17,47,1
General,34,50,47,1
General,29,49,55,1
OBC,68,80,24,1
General,45,42,55,1
OBC,55,10,35,1
SC,32,61,46,1
General,16,4,48,0
SC,34,34,17,1
General,8,56,40,0
SC,60,68,36,1
OBC,42,45,63,1
OBC,82,35,13,1
OBC,17,87,16,1
OBC,64,33,23,1
EWS,52,56,37,1
EWS,25,15,20,0
General,0,48,16,0
OBC,40,12,28,0
General,36,33,-1,0
OBC,23,42,21,0
General,36,6,36,0
SC,60,34,8,1
OBC,47,10,46,1
SC,67,48,27,1
General,0,10,39,0
General,42,48,36,1
OBC,36,17,13,0
EWS,43,21,17,0
OBC,13,56,5,0
OBC,37,43,31,1
OBC,31,41,35,1
General,37,83,23,1
OBC,19,82,30,1
General,45,20,30,0
OBC,-9,56,34,0
EWS,14,47,19,0
SC,1,37,48,1
General,17,48,29,0
General,42,64,48,1
OBC,24,35,19,0
EWS,48,44,16,1
General,6,71,35,1
SC,52,50,7,1
OBC,22,28,39,0
SC,46,42,43,1
General,53,69,37,1
OBC,-7,56,0,0
EWS,40,33,6,0
General,35,37,32,0
General,12,12,44,0
General,38,41,6,0
ST,18,39,40,1
General,43,32,20,0
General,33,16,22,0
OBC,35,0,23,0
General,46,54,-1,0
OBC,31,23,41,1
OBC,23,34,37,1
General,42,50,24,1
General,9,13,34,0
General,38,15,60,1
OBC,73,35,48,1
SC,30,18,37,1
SC,24,51,3,1
OBC,30,33,2,0
General,33,49,21,0
General,51,47,70,1
ST,53,70,14,1
General,64,30,31,1
General,32,-10,44,0
OBC,12,49,20,0
OBC,61,38,11,1
General,37,67,41,1
General,7,51,30,0
OBC,41,46,36,1
OBC,46,23,8,0
General,28,59,42,1
SC,46,3,16,1
General,45,49,44,1
General,45,18,21,0
OBC,32,43,30,1
OBC,19,19,31,0
OBC,21,45,24,1
OBC,32,12,22,0
OBC,34,23,41,1
SC,33,65,33,1
ST,39,46,8,1
General,28,58,38,1
ST,36,18,35,1
General,16,28,26,0
OBC,31,67,61,1
General,36,60,33,1
OBC,41,38,26,1
General,-1,63,33,0
OBC,31,0,17,0
General,71,66,28,1
EWS,65,5,8,0
General,39,36,29,0
General,57,66,30,1
ST,63,9,27,1
OBC,50,47,26,1
ST,40,56,53,1
OBC,37,59,4,1
OBC,19,50,67,1
General,17,61,3,0
General,2,53,42,0
OBC,-10,-10,58,0
EWS,-10,6,18,0
OBC,36,87,44,1
EWS,49,20,7,0
SC,16,41,20,1
OBC,20,27,3,0
General,51,28,34,1
SC,12,4,24,0
OBC,26,35,56,1
SC,35,48,44,1
ST,20,58,57,1
OBC,15,-3,9,0
SC,52,12,30,1
SC,65,24,21,1
OBC,1,33,-10,0
OBC,37,47,14,1
OBC,38,18,9,0
OBC,21,43,49,1
General,31,56,-4,0
ST,64,45,38,1
ST,28,84,5,1
General,63,55,-2,1
EWS,62,51,39,1
OBC,16,11,35,0
General,17,17,33,0
General,35,47,0,0
OBC,39,35,29,1
EWS,25,21,24,0
General,0,42,36,0
OBC,22,68,5,1
EWS,49,27,24,1
General,3,34,12,0
ST,41,2,20,1
EWS,18,82,40,1
OBC,14,30,26,0
General,57,34,0,0
EWS,63,77,16,1
